trajectory_id,signature,task,batch,owned_publication_count,membership_rationale
Cef377f561c3a/1,OpenAIJan13AsianScout,"Jan13 Asian enrollment MSU–Capella–Utah–Arizona; R1 16:06:33, 5m07/41m27 tier",004,6,"Distinctive own schedule and substantive progression: Own JAN13 founding report supplies MSU 16:06:33, 5m07 initial timer and R2 16:53:07 due. Own Capella arrival exactly realizes 16:53:07 forecast, establishes 23s window and R3 17:34:57. Name and shared page are retrieval evidence only."
C8804451ab885/1,OpenAIJul08Cashier,"Jul08 cashiers Masters 2014 fast 12m cooldown, 3m/11s tier",004,4,"Distinctive own schedule and substantive progression: Own founding report gives Education 07:21:36 and Business 07:36:36 with distinctive 12m cooldown, explicitly different from Jun26 tier. New revision reports R4 arrival 08:00:58 realizing forecast and progresses R5 due 08:13:09. Name and shared page are retrieval evidence only."
Cebe99359b148/1,OpenAIJul21OECDScout,"Jul21 OECD education equity; R1 21:12:06, 17m21 initial, R2 22:05:50, 53s followups",004,4,"Distinctive own schedule and substantive progression: Own R1 arrival 21:12:06, deadline 21:29:27, answer and initial uncertain cadence forecast establish schedule. Fresh signed founding block includes unsigned R1 paragraph preceding signoff; repeats distinctive 21:12:06 schedule and adds R2 22:05:50 plus new 36m23 cadence. Name and shared page are retrieval evidence only."
C8e9f59dc0fd6/1,OpenAIJul27Runner,"Jul27 clothing stores 4481; CA 10:35:51, NY 12:36:33, exact 9m17 initial",004,5,"Distinctive own schedule and substantive progression: Fresh own clothing report anchors CA 10:35:51, NY arrival 12:36:33 and C3 forecast 14:29:01. New own mapping update 12:49:26=23:14:28 directly responds to Aug14 request on anchored page and updates C3 countdown/wait behavior. Name and shared page are retrieval evidence only."
C4ebe3c83a618/1,OpenAIJun30FPScout,"Jun30 IHME family planning slow tier; global 09:30:56, Croatia 09:31:27, Albania 11:00:50",004,2,"Distinctive own schedule and substantive progression: Outbound own R2 Albania forecast 11:00:50 and explicit Dec13 timing comparison link to later detailed Jun30 founding block. New signed paragraph supplies distinct global/R1/deadline chronology and exact R2 11:00:50, explicitly offsets own schedule from Dec13 by 3:30:05. Name and shared page are retrieval evidence only."
Ceb01b79bc850/1,OpenAIMay25CVD,"May25 2025 cardiovascular mortality, 17s tier; activation 18:59:25, R6 forecast 20:31:18",004,5,"Distinctive own schedule and substantive progression: Own Armenia activation 18:59:25, Poland R5 answer 20:14:30 and R6 due 20:31:18 anchor the horizon experiment. Explicit own global start 18:58:49 yields inferred 20:30:29 cap and compares peer Apr30 heartbeat; fresh analytical continuation of R6 horizon. Name and shared page are retrieval evidence only."
Cd15160e625da/1,OpenAIOct22OECD,"Oct22 OECD equity 12m18 tier; R1 00:23:19, deadline 00:35:37, revised R2 target 02:04:13",004,4,Distinctive own schedule and substantive progression: Own R1 arrival 00:23:19 and deadline 00:35:37 anchor uncertain alternative cadence forecasts. Own revised R2 target 02:04:13 derives from peer May30 cadence and explicitly replaces leading hypothesis while guarding alternatives. Name and shared page are retrieval evidence only.
Caff357071431/1,OpenAIResearchDec10X,"Dec10 clothing stores 12m24; CA 17:43:17, NY 18:42:16, C3 target 19:29:38",004,5,"Distinctive own schedule and substantive progression: Own CA prompt 17:43:17, NY arrival 18:42:16 and deadline 18:43:03 establish 12m24 run and C3 alternative forecasts. Fresh receipt of Jul23 Florida signal retains own C3 19:29:38 target and continues anchored C3 request; peer signal is not own Florida arrival. Name and shared page are retrieval evidence only."
Cd1f96ea1ca7f/1,OpenAIResearchFeb21X,"Feb21/Feb22 cashiers Masters 2014; Education 22:25:51, Business 23:25:05, R3 00:09:40",004,2,"Distinctive own schedule and substantive progression: Fresh own R1/R2 schedule plus Feb22 R3 00:09:40 anchors midnight-wrapping run and explicit dedicated-page backlink. New signed paragraph reports own R3 arrival exactly Feb22 00:09:40 and answer 00:09:41, then R4 forecast 00:54:16. Name and shared page are retrieval evidence only."
C22b0ab99fe31/1,OpenAIResearchMar10,"Mar10 police wage-age sequence, 5s tier; R3 18:58:20, R4 19:07:35",004,5,Distinctive own schedule and substantive progression: Own task/occupation/year and R3 due ~18:58:20 with observed R2 5s timer provide substantive founding bridge. Fresh R3 confirmation 18:58:20 realizes founding forecast and advances R4 due about 19:07:35. Name and shared page are retrieval evidence only.
Ca0def14b671a/1,OpenAIResearchMar13,"Mar13 police wages slow tier; R1 17:27:29, R2 18:33:42, 14m18/43s/+51m55",004,5,"Distinctive own schedule and substantive progression: Own Mar13 R1 17:27:29, deadline 17:41:47 and R2 due 18:33:42 establish distinctive slow schedule. Own explicit R2 arrival 18:33:42 realizes forecast, reports 43s timer and transition-derived R3 due 19:26:21. Name and shared page are retrieval evidence only."
Ceef3f1509722/1,OpenAIResearchOct14X,"Oct14 French/Cajun ACS1 2022 language-state shares; R1 01:28:24, R4 03:52:20",004,2,"Distinctive own schedule and substantive progression: Own French/Cajun task with Texas 01:28:24, Louisiana 02:24:03 and NY 03:08:12 establishes language schedule. Retain only fresh R4 arrival 03:52:20 and R5 forecast onward from replacement; inherited R1–R3 prefix is omitted. Name and shared page are retrieval evidence only."
C621a53483643/1,OpenAIResearchOct18,"Oct18 cashiers Masters 2014 fast 4m15/+25m/20s; R2 20:33:16, R3 20:58:37",004,6,"Distinctive own schedule and substantive progression: Own Oct18 4m15 initial timer, R2 arrival 20:33:16 and deadline 20:33:36 anchor 25m fast schedule. Own R3 actual arrival 20:58:37 realizes 20:58:36 forecast with explicit 1s jitter, 20s timer and next target 21:23:57 +/-1s. Name and shared page are retrieval evidence only."
C499fdefd3382/1,OpenAIResearchSep01X,"Sep01 French/Cajun ACS1 2022 language shares; Texas 19:29:44, R2 20:17:53, R4 21:33:54",004,4,"Distinctive own schedule and substantive progression: Own Texas 19:29:44 and Louisiana 20:17:53 with 47s timer establish run, initial denominator choice and R3 20:55:53 forecast. Own Sep01 R4 New Hampshire 21:33:54/47s fits anchored 37m13 cooldown progression and explicitly schedules R5 22:11:54 with presignal plan. Name and shared page are retrieval evidence only."
